,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,logP,logQ,logD,Label,Unnamed: 25,K,n,R2
1079,,338,Co-NDPC-500,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,720.0,0.64,0.31,0.33,67.3,21.18,11.52,273.0,0.0123026547907419,0.59057484440391,2420,-4.39794020324746,-0.5266589038677686,3.8712812993796915,E&E,,4.07263927099892,0.39399050300367133,0.9961200581731058
1091,,350,Co-NDPC-500,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,720.0,0.64,0.31,0.33,67.3,21.18,11.52,273.0,0.0163286992682835,0.418843896296235,2421,-4.1148310280636196,-0.8702569910174831,3.2445740370461364,E&E,,3.1020599206229877,0.39770614486222317,0.9865057431574846
1103,,362,Co-NDPC-500,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,720.0,0.64,0.31,0.33,67.3,21.18,11.52,273.0,0.00425335492085274,0.947772985199719,2422,-5.460047214310886,-0.05364027249284081,5.406406941818045,E&E,,3.78584616000978,0.19313294526615055,0.9556143196907781
1120,,403,Co-NDPC-600,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,911.0,0.54,0.1,0.44,70.06,18.2,11.74,273.0,0.0195335905855284,1.54199122785993,2423,-3.935619701246405,0.4330745863181665,4.368694287564572,E&E,,8.178074777039209,0.3442049326244632,0.9856443128659447
1133,,416,Co-NDPC-600,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,911.0,0.54,0.1,0.44,70.06,18.2,11.74,273.0,0.00772355774992211,1.25049732761306,2424,-4.863480172667972,0.22354133427852307,5.0870215069464955,E&E,,7.214912258467305,0.2871097971946501,0.9730645205660255
1147,,430,Co-NDPC-600,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,911.0,0.54,0.1,0.44,70.06,18.2,11.74,273.0,0.00956906262732787,2.29452580111689,2425,-4.649220027392146,0.8305261995560971,5.479746226948243,E&E,,5.871983117492261,0.14858784176875564,0.9472431722818124
1161,,467,Co-NDPC-700,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1149.0,1.58,1.12,0.46,74.99,14.15,10.86,273.0,0.013157894736842,1.3646722380275,2426,-4.330733340286339,0.3109142811426495,4.641647621428989,E&E,,8.151651149796967,0.35598871255625125,0.9907673026530281
1172,,478,Co-NDPC-700,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1149.0,1.58,1.12,0.46,74.99,14.15,10.86,273.0,0.00657894736842104,0.918815196775723,2427,-5.023880520846278,-0.08467026849583068,4.939210252350447,E&E,,6.635590331688297,0.29906511843136785,0.9715839547198812
1184,,490,Co-NDPC-700,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1149.0,1.58,1.12,0.46,74.99,14.15,10.86,273.0,0.00657894736842104,3.37827465623518,2428,-5.023880520846278,1.2173651224323816,6.24124564327866,E&E,,7.794509927107389,0.13436197406894548,0.9632994442175431
1198,,527,Co-NDPC-800,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1187.0,1.06,0.54,0.52,82.44,11.25,6.31,273.0,0.0207212802554497,1.23152813401085,2429,-3.876594075109249,0.20825578363691238,4.0848498587461615,E&E,,7.995528051618573,0.410585064435631,0.9913707799120665
1212,,541,Co-NDPC-800,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1187.0,1.06,0.54,0.52,82.44,11.25,6.31,273.0,0.0141972181900516,0.953468850064705,2430,-4.254709235675289,-0.047648523521238925,4.207060712154051,E&E,,6.882693311400111,0.34125946393720813,0.9676592297200839
1227,,556,Co-NDPC-800,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1187.0,1.06,0.54,0.52,82.44,11.25,6.31,273.0,0.0101002146049497,2.63564232031086,2431,-4.5951986073458375,0.9691269171113641,5.564325524457201,E&E,,6.657502835100969,0.1465020286529681,0.9377404217925335
1242,,591,Co-NDPC-900,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1168.0,1.13,0.62,0.51,77.53,19.12,3.35,273.0,0.0178571428571428,1.19971488595438,2432,-4.025351690735152,0.1820839335257653,4.207435624260918,E&E,,8.740604972018128,0.4262346255955102,0.9938678207594994
1254,,603,Co-NDPC-900,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1168.0,1.13,0.62,0.51,77.53,19.12,3.35,273.0,0.00945378151260506,1.38554921968787,2433,-4.661340457455144,0.32609660954581815,4.987437067000962,E&E,,7.499694067233331,0.32045224902509356,0.9878501358167565
1267,,616,Co-NDPC-900,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1168.0,1.13,0.62,0.51,77.53,19.12,3.35,273.0,0.00735294117647059,2.68557923169267,2434,-4.9126548857360515,0.9878964334443252,5.9005513191803765,E&E,,7.8010217760293585,0.15786419750399577,0.9341678243972323
1282,10.0,0,G-BAG-G70-R,cyclopentane,0.26,0.1,0.0,0.0,0.7045,2.477,1339.0,0.536,0.16616,0.36984,,,,303.0,0.00182368977347549,2.476795327678788,2435,-6.306893482126717,0.9069655179768938,7.213859000103611,E&E,,5.709621615216395,0.09395861005473337,0.857962935542841
1294,,12,A-BAG-SP,cyclopentane,0.26,0.1,0.0,0.0,0.7045,2.477,1317.0,0.519,0.15051,0.36849,,,,303.0,0.00400691933602095,3.161512962975991,2436,-5.519732578296678,1.1510506987693903,6.670783277066069,E&E,,5.324243222601514,0.07293344552594042,0.9081890721675103
1304,,22,Chem-A,cyclopentane,0.26,0.1,0.0,0.0,0.7045,2.477,1566.0,0.718,0.3230999999999999,0.3949,,,,303.0,0.0065554644272199,2.062532259894964,2437,-5.027456313441814,0.7239344802655718,5.751390793707386,E&E,,6.190316371554996,0.13221041786463203,0.8239145868372558
1320,,38,Chem-D,cyclopentane,0.26,0.1,0.0,0.0,0.7045,2.477,878.0,0.466,0.26562,0.20038,,,,303.0,0.00648326768242674,1.851194570429073,2438,-5.038530623740906,0.6158311444522571,5.654361768193163,E&E,,4.278551925426618,0.16317294320173353,0.9906741338491858
1333,11.0,0,HPC800-0.5,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3328.0,2.347,1.674,0.673,,4.68,0.77,298.0,0.0236686390532544,1.74336279044737,2439,-3.7436043538031845,0.5558158862721087,4.299420240075293,E&E,,12.334085629321315,0.4457736284198265,0.9937399229205048
1343,,10,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3328.0,2.347,1.674,0.673,,4.68,0.77,298.0,0.0197238658777119,0.365017863785997,2440,-3.9259259105971442,-1.0078089847178164,2.918116925879328,E&E,,6.775157351139175,0.6851064940372544,0.9990660480376228
1351,,25,HPC800-1.0,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3131.0,2.202,1.565,0.637,,5.63,1.72,298.0,0.0125125838347713,1.19431279620853,2441,-4.381020434281621,0.17757095403535617,4.558591388316977,E&E,,10.97134540456561,0.43707957786718604,0.9930123929239532
1363,,37,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3131.0,2.202,1.565,0.637,,5.63,1.72,298.0,0.0213132237141504,0.312796208530805,2442,-3.8484275672527475,-1.1622033914496432,2.6862241758031042,E&E,,5.706478269171816,0.7128174771245576,0.9991585953080819
1372,,54,HPC800-1.5,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2626.0,1.688,1.04,0.648,,6.29,1.73,298.0,0.0128968253968253,1.50804289544236,2443,-4.350774091169785,0.4108127144347601,4.761586805604545,E&E,,9.250914103649059,0.3370782033134763,0.9868482064784062
1382,,64,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2626.0,1.688,1.04,0.648,,6.29,1.73,298.0,0.0218253968253968,0.4343163538874,2444,-3.8246809952729994,-0.8339820844114303,2.9906989108615694,E&E,,5.739287565306073,0.6189372633206701,0.998794708598834
1391,,80,HPC800,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3588.0,2.605,1.983,0.622,,3.51,,288.0,0.00507036345396239,1.07837899987617,2445,-5.284342776776379,0.07545898757770012,5.359801764354079,E&E,,13.861700276318576,0.4103853072594146,0.9905610668938589
1404,,93,,Ehtane,0.0,0.0,0.0,0.0,0.3904,0.492,3588.0,2.605,1.983,0.622,,3.51,,288.0,0.0177721735219126,0.413652203137989,2446,-4.030121330175328,-0.8827297472680484,3.1473915829072796,E&E,,7.482024361524578,0.6527807150477166,0.9982565187745398
1414,,113,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3588.0,2.605,1.983,0.622,,3.51,,298.0,0.0118876130747532,0.909030695192615,2447,-4.432258339084095,-0.09537641728610188,4.3368819217979935,E&E,,11.47859237219082,0.4370082515902006,0.98730010735485
1429,,128,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3588.0,2.605,1.983,0.622,,3.51,,298.0,0.0137565598410353,0.369412266034265,2448,-4.286239489287705,-0.9958420064779046,3.2903974828098,E&E,,6.60374131800364,0.6726299827102663,0.9976035477108507
1438,,144,HPC800-0.5,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3328.0,2.347,1.674,0.673,,4.68,0.77,288.0,0.0212768644266373,2.23804860116262,2449,-3.8501349737378385,0.8056043259911223,4.65573929972896,E&E,,15.361414215286754,0.4309822270134514,0.9915739332610582
1446,,152,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3328.0,2.347,1.674,0.673,,4.68,0.77,288.0,0.0191567548151463,0.62721429383232,2450,-3.9550998936893142,-0.4664670202944006,3.4886328733949137,E&E,,10.482923085948944,0.5886774159196737,0.9968358522120799
1454,,167,HPC800-1,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3131.0,2.202,1.565,0.637,,5.63,1.72,288.0,0.0133715377268386,2.63943470852456,2451,-4.314626881255277,0.9705647686711955,5.285191649926473,E&E,,14.415738099733618,0.3468650007288592,0.9956644933442522
1463,,176,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3131.0,2.202,1.565,0.637,,5.63,1.72,288.0,0.0257879656160458,1.55600628154634,2452,-3.6578473448662097,0.44212246273156025,4.09996980759777,E&E,,8.535159528693432,0.5279688817362034,0.995910161170548
1471,12.0,45,BDH-activatedcarbon,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1220.0,0.534,0.05500000000000005,0.479,,,,313.0,0.0427350427350426,0.493167328595317,2453,-3.152736022363659,-0.7069067536101729,2.445829268753486,E&E,,1.9367430722523487,0.33204537892174685,0.9703851973695112
1481,,55,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1220.0,0.534,0.05500000000000005,0.479,,,,323.0,0.145299145299145,0.484910639632107,2454,-1.9289605907415421,-0.7237906532016578,1.2051699375398843,E&E,,1.6803374761704726,0.35967956175331844,0.9393578455675217
1496,,70,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1220.0,0.534,0.05500000000000005,0.479,,,,333.0,0.226495726495726,0.484827898550724,2455,-1.4850292018055817,-0.7239612993672497,0.761067902438332,E&E,,1.4147286023182817,0.41417105204825566,0.9452402643931465
1510,13.0,0,MC-S-Ag-3,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,1193.0,0.58,0.15,0.43,,,,298.0,0.0163207491635022,1.20463432091191,2456,-4.115318025873401,0.1861760527639533,4.3014940786373534,E&E,,5.645858509474212,0.292127489773853,0.9744040192907318
1525,,15,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1193.0,0.58,0.15,0.43,,,,298.0,0.01342011832138662,0.863836853851768,2457,-4.3110003306826385,-0.14637135456851463,4.164628976114124,E&E,,4.9491834017471,0.31066696749543354,0.9776112446406197
1538,,28,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1193.0,0.58,0.15,0.43,,,,298.0,0.01239474406518511,0.380357023231542,2458,-4.390482761938487,-0.9666449325284412,3.4238378294100458,E&E,,3.393413151360278,0.4676070630986913,0.9993564934150446
1551,,41,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1193.0,0.58,0.15,0.43,,,,298.0,0.01994967150054823,0.15044619089425,2459,-3.9145426019197664,-1.8941497943106722,2.0203928076090945,E&E,,2.6341227501563953,0.6127520480474511,0.9981407026786567
1563,14.0,0,Norit-GAC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1300.0,0.622,,,,,,298.0,0.0133890628494743,0.511764705882352,2460,-4.31331711056526,-0.6698903183956799,3.6434267921695795,E&E,,4.483833640162226,0.44251066354414287,0.9937956515583278
1578,,15,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1300.0,0.622,,,,,,298.0,0.0106673562961306,1.33235294117647,2461,-4.540567014178176,0.28694650787282655,4.827513522051003,E&E,,5.879189077871888,0.23571475195330754,0.9538406266233184
1594,,10,ANPC_1-800,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,298.0,0.0235663080289626,0.611825217447576,2462,-3.7479372128707595,-0.49130862966500993,3.2566285832057495,E&E,,5.872911546388481,0.5712372598224241,0.9975016817023179
1608,,24,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,298.0,0.011322373671886,0.428198558578424,2463,-4.480974539859473,-0.8481682690666342,3.6328062707928392,E&E,,7.048794048270413,0.5464006589814757,0.996793361785282
1621,,37,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,298.0,0.0312863261485953,3.08837635148252,2464,-3.4645741411511533,1.1276455002164076,4.592219641367561,E&E,,10.255496494592798,0.3132090886158842,0.9888825790967738
1633,,49,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,298.0,0.0463596555352361,3.36376600747314,2465,-3.071325690753115,1.2130611818653856,4.284386872618501,E&E,,10.053533218712115,0.2886495602989824,0.9751531416436384
1648,,74,ANPC-2-700,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,298.0,0.0497014742863826,0.692192608896757,2466,-3.0017206826096015,-0.36789102553689323,2.633829657072708,E&E,,4.7783049741133485,0.5734228362813761,0.9971371614141913
1659,,85,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,298.0,0.023985198653843,0.490141474073722,2467,-3.7303183616424382,-0.7130612069503809,3.0172571546920572,E&E,,5.035481232422663,0.5564418226612564,0.99769454603906
1673,,99,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,298.0,0.0153170539791909,1.77212944797996,2468,-4.178788432169943,0.5721819014221552,4.7509703335920985,E&E,,9.397624131361628,0.3332738708944135,0.9883758071210987
1687,,113,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,298.0,0.0143994130500661,1.55602979408903,2469,-4.240567833642987,0.4421375734450089,4.682705407087996,E&E,,9.091906344084071,0.3393688474019159,0.9873236457217944
1701,,138,ANPC-2-800,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,298.0,0.0273128640735953,0.32896305125149,2470,-3.600397476289485,-1.1118098407500558,2.488587635539429,E&E,,4.98211333203819,0.6764409207641573,0.9987502355335016
1716,,153,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,298.0,0.0405433195118266,0.6865315852205,2471,-3.2053842589269745,-0.37610304577131587,2.829281213155659,E&E,,6.317727633510082,0.6638271247389431,0.999177439152462
1732,,169,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,298.0,0.0292045778844701,2.11680572109654,2472,-3.533429805130695,0.7499082170849076,4.283338022215602,E&E,,11.669366956850638,0.412530470434891,0.9907638434831093
1750,,187,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,298.0,0.0141904765901727,1.4445768772348,2473,-4.2551842020336235,0.3678164601620513,4.6230006621956745,E&E,,11.951495013557535,0.4019853740071457,0.9907448786951688
1769,,217,ANPC-1-600,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,298.0,0.019608805206645,0.358238578808752,2474,-3.931776568389105,-1.026556093287976,2.905220475101129,E&E,,3.911093093663734,0.4413826663327799,0.9837746516314999
1783,,231,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,298.0,0.0526093370137762,2.7191773450162,2475,-2.944861665223859,1.0003293878764625,3.945191053100322,E&E,,5.348958541432138,0.19761153557231442,0.974067936350665
1794,,242,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,298.0,0.0132097092787682,0.996834481361425,2476,-4.326803168353345,-0.003170539491235462,4.32363262886211,E&E,,4.9643900823327,0.23717158698510474,0.9069714385461937
1806,,263,ANPC-1-700,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,298.0,0.0492307692307692,0.936648142731794,2477,-3.0112364600899566,-0.06544758196093631,2.9457888781290205,E&E,,5.259185708078812,0.5151296962725644,0.9965462888659354
1818,,275,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,298.0,0.0153846153846153,0.40518670176465,2478,-4.174387269895643,-0.9034073260882893,3.2709799438073537,E&E,,5.8451315730874365,0.517752106062921,0.9942985974596402
1831,,288,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,298.0,0.0482051282051281,3.15467160638263,2479,-3.0322898692877907,1.148884403850779,4.18117427313857,E&E,,8.643860529424142,0.2736649831895203,0.9740744956284628
1843,,300,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,298.0,0.0133333333333333,1.29243768483312,2480,-4.317488113536313,0.2565301133430966,4.574018226879409,E&E,,8.341134474289202,0.28466879552554686,0.9478474005713216
1859,,326,ANPC-2-600,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,298.0,0.0140686773231002,0.266235584112309,2481,-4.263804419161743,-1.3233737076034722,2.940430711558271,E&E,,3.071498722350869,0.42952763810774514,0.9914055316944638
1874,,341,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,298.0,0.0112541224829808,1.20753415771612,2482,-4.487020774523895,0.1885803941081543,4.675601168632049,E&E,,4.9405964406735885,0.2513034164724905,0.9767990454945187
1887,,354,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,298.0,0.0152158030221299,0.996128450765774,2483,-4.185420718706514,-0.0038790630807167365,4.181541655625797,E&E,,4.547377966197593,0.26754072935869977,0.9618249885476731
1900,,378,ANPC-1-600,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,273.0,0.0130480125191318,0.876733028597332,2484,-4.339119454196395,-0.13155274732361663,4.207566706872779,E&E,,4.949804495960158,0.3417203302692822,0.9907382510807241
1914,,392,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,273.0,0.0120990037124674,0.954695990924315,2485,-4.414632167581997,-0.046362323291130256,4.368269844290867,E&E,,5.056054194567728,0.31708923755729124,0.9891488158939981
1930,,408,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,273.0,0.00999607346175288,2.85483828500714,2486,-4.605562916921501,1.0490151987741654,5.654578115695667,E&E,,6.079985900829304,0.13712378878947282,0.9720001657204413
1946,,424,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,273.0,0.0128534027517821,2.53325136827837,2487,-4.354146697109564,0.9295036034737942,5.283650300583358,E&E,,5.411490904586711,0.13617713466689602,0.9458598076149899
1962,,450,ANPC_2-600,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,273.0,0.0136585365853658,0.849297573435504,2488,-4.293390561957254,-0.16334565533494946,4.130044906622304,E&E,,4.904340401240567,0.3471606556375316,0.9916257200965923
1974,,462,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,273.0,0.0117073170731707,2.36015325670498,2489,-4.447541241784511,0.8587265562108259,5.3062677979953365,E&E,,5.802245741397664,0.18208414970645068,0.9900762598903036
1985,,473,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,273.0,0.0126829268292683,2.08301404853128,2490,-4.367498534110971,0.7338159066302059,5.101314440741177,E&E,,5.195843313500495,0.17717010261721466,0.9812117677110354
1998,,496,ANPC-1-700,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,273.0,0.0187840734089174,0.808576559779552,2491,-3.974745927288434,-0.21247991084324383,3.76226601644519,E&E,,7.2626795796830015,0.44826248190120466,0.9906383504750829
2011,,509,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,273.0,0.0150871228219294,0.985426977228794,2492,-4.193913692245996,-0.014680252315014467,4.179233439930981,E&E,,8.02386976418388,0.4105689761898115,0.9883119078838957
2026,,524,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,273.0,0.0343098949407985,4.85697051122109,2493,-3.3723214841742197,1.5804148919474188,4.9527363761216385,E&E,,10.293659268674604,0.19652119411767816,0.9815495695280327
2040,,538,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,273.0,0.0154481353019938,3.31179139876341,2494,-4.170266975349885,1.1974892510743176,5.367756226424203,E&E,,9.61016125876873,0.19396707020416817,0.9509110415414026
2054,,560,ANPC-2-700,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,273.0,0.00554305729068341,0.21992350340459,2495,-5.195209072916228,-1.5144755048928575,3.6807335680233706,E&E,,6.746291558029995,0.49831277586975836,0.9966807694489495
2066,,572,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,273.0,0.013831190458727,0.628705341415054,2496,-4.280829059010909,-0.46409258766125616,3.8167364713496528,E&E,,6.975972847561041,0.5012204022413687,0.9952884247509198
2080,,586,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,273.0,0.012168273271522,2.87774853277317,2497,-4.40892326606546,1.057008228960822,5.4659314950262825,E&E,,11.885932492847349,0.28016838664736365,0.9933347621389833
2094,,600,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,273.0,0.0149061347576144,2.68897677086251,2498,-4.205982422068773,0.9891607386709508,5.1951431607397245,E&E,,11.530256009534169,0.2786720162773462,0.9861914880969912
2111,,626,ANPC-1-800,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,273.0,0.0172752510604574,0.786516853932585,2499,-4.058480376267155,-0.24014112768277995,3.818339248584375,E&E,,8.28226660960235,0.49609790938799725,0.9948367307128338
2121,,636,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,273.0,0.0106021870367585,1.06616729088639,2500,-4.546694974923531,0.06407024672020871,4.61076522164374,E&E,,9.734680460015115,0.437711450145925,0.9921852459323477
2134,,649,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,273.0,0.00106582832644662,1.41573033707865,2501,-6.844003010816734,0.347645537219337,7.191648548036071,E&E,,12.57700133304269,0.25072553134184333,0.9760097767831455
2146,,661,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,273.0,0.0117229180541531,3.47815230961298,2502,-4.4462095450940415,1.2465012072713906,5.692710752365432,E&E,4825.0,12.074415672900626,0.21995514765050456,0.9725925161771373
2161,,685,ANPC-2-800,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,273.0,0.00793502600784795,0.134171013007435,2503,-4.836468647397548,-2.008640076229866,2.827828571167682,E&E,4826.0,7.4918171047332,0.600772005814958,0.9975833434324893
2173,,697,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,273.0,0.0148830875281663,0.605263342622688,2504,-4.207529775928871,-0.5020916385945807,3.7054381373342897,E&E,4827.0,9.336772938988142,0.5606075163475918,0.9963628028049735
2186,,710,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,273.0,0.0156482306941743,2.49023915988684,2505,-4.157397423072486,0.9123787540116136,5.0697761770840994,E&E,4828.0,15.518749442442648,0.35255320026092574,0.9903591484331724
2201,,725,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,273.0,0.0106123251226686,2.73719648736109,2506,-4.5457392059097845,1.0069342167989808,5.552673422708765,E&E,4829.0,15.73853181708028,0.330620779637799,0.9948753123628837
2215,,748,ANPC-1-600,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,323.0,0.0160832544938505,0.155666251556661,2507,-4.1299766418140225,-1.8600409766444703,2.269935665169552,E&E,4830.0,2.7575463233685977,0.5547386934604428,0.9938585805056088
2228,,761,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,323.0,0.0132450331125827,0.242839352428393,2508,-4.324132656254985,-1.415355155383017,2.908777500871968,E&E,4831.0,2.9310974305833084,0.49245668469625187,0.9942637522817193
2241,,774,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,323.0,0.0132450331125827,1.1519302615193,2509,-4.324132656254985,0.14143902356566115,4.465571679820647,E&E,4832.0,4.623449526662746,0.27282555033499317,0.9783970379494525
2254,,787,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1473.0,0.637,0.173,0.464,82.47,10.26,7.27,323.0,0.0160832544938505,1.05230386052303,2510,-4.1299766418140225,0.05098191341040393,4.180958555224427,E&E,4833.0,4.17691681458107,0.25720922780449884,0.9677817820304039
